id,date,time,white,black,white elo,black elo,time control,opening code,opening name,length,termination,result,hero points,has eval,has increment,link
16,2021.03.28,15:00:07,DzozefBratan,grooney,1500,2008,600+1,B12,Caro-Kann Defense: MarĂłczy Variation,24,Checkmate,0-1,1,False,True,https://lichess.org/OuTPV1Jm
17,2021.03.21,17:55:42,Patrycja_O,grooney,1664,2017,600+1,B12,"Caro-Kann Defense: Advance Variation, Short Variation",52,Checkmate,0-1,1,False,True,https://lichess.org/GL4nXvvd
18,2021.03.21,17:09:30,SkunMaster456,grooney,1672,2038,600+1,D53,Queen's Gambit Declined,34,Checkmate,1-0,0,True,True,https://lichess.org/EDXbTeVe
19,2021.03.21,16:23:03,OmegaXX,grooney,1604,2062,600+1,D53,Queen's Gambit Declined,40,Resign,0-1,1,True,True,https://lichess.org/lLPmLeFs
20,2021.03.21,13:54:33,nihad04,grooney,2073,2056,600+0,D53,Queen's Gambit Declined,30,Resign,1-0,0,False,False,https://lichess.org/b9C04SiJ
21,2021.03.21,13:49:28,aswan22,grooney,2044,2077,600+0,A20,English Opening: King's English Variation,19,Resign,1-0,0,False,False,https://lichess.org/KeLmv8kk
22,2021.03.17,14:22:17,YZey,grooney,2008,2059,600+0,B10,Caro-Kann Defense,28,Checkmate,0-1,1,False,False,https://lichess.org/zdV0jcqV
23,2021.03.17,13:59:49,pukee,grooney,1940,2066,600+0,B12,Caro-Kann Defense: Advance Variation,18,Resign,0-1,1,False,False,https://lichess.org/KSpour6c
24,2021.03.17,13:15:09,Parjun,grooney,1960,2026,600+0,B10,Caro-Kann Defense,32,Checkmate,0-1,1,True,False,https://lichess.org/X1u0lG9J
25,2021.03.17,09:47:38,Larry_Ranz,grooney,1996,2063,600+0,D53,Queen's Gambit Declined,47,Resign,1-0,0,True,False,https://lichess.org/FDZhYMNi
26,2021.03.17,09:21:30,fazael1962,grooney,2026,1986,600+0,B10,Caro-Kann Defense,30,Resign,0-1,1,False,False,https://lichess.org/4HviCBqm
27,2020.08.16,11:46:52,tommygagarin,grooney,2007,2018,600+0,A22,"English Opening: King's English Variation, Two Knights Variation",40,Resign,1-0,0,False,False,https://lichess.org/bhs1LlgO
28,2020.06.05,10:14:47,Kuba2401,grooney,1340,2015,600+0,C00,French Defense,26,Checkmate,0-1,1,False,False,https://lichess.org/yKMWppoC
29,2020.06.05,10:09:06,Kuba2401,grooney,1364,2007,600+0,A30,English Opening: Symmetrical Variation,17,Checkmate,0-1,1,False,False,https://lichess.org/6Lb1ETbq
30,2020.06.05,10:01:20,Kuba2401,grooney,1385,2000,600+0,A00,Ware Opening,29,Resign,0-1,1,False,False,https://lichess.org/1KW7cXCR
31,2020.06.05,10:00:09,Kuba2401,grooney,1399,1996,600+0,A02,Bird Opening: From's Gambit,3,Checkmate,0-1,1,False,False,https://lichess.org/XRGmiHRY
32,2020.06.05,09:46:50,Kuba2401,grooney,1435,1987,600+0,B30,Sicilian Defense: Old Sicilian,43,Checkmate,0-1,1,False,False,https://lichess.org/nnbb0Myk
33,2020.06.05,09:42:55,Kuba2401,grooney,1461,1980,600+0,B10,Caro-Kann Defense: Labahn Attack,14,Checkmate,0-1,1,False,False,https://lichess.org/d4TN3PWu
34,2019.04.15,11:41:31,dalmatinac1,grooney,2058,1981,600+0,C78,Ruy Lopez: Morphy Defense,34,Checkmate,1-0,0,False,False,https://lichess.org/twM3PLNj
35,2019.03.15,21:55:37,ericdavid09,grooney,1973,2008,600+0,D38,Queen's Gambit Declined: Ragozin Defense,16,Resign,1-0,0,False,False,https://lichess.org/jtuN3NXp
36,2019.03.11,23:01:41,sm3an,grooney,1894,2001,600+0,C24,Bishop's Opening: Berlin Defense,50,Checkmate,0-1,1,True,False,https://lichess.org/LO1xErbJ
37,2019.03.11,21:23:02,grolard,grooney,1891,1976,600+0,D05,Rubinstein Opening,23,Resign,0-1,1,False,False,https://lichess.org/HA7TPOdR
38,2019.02.19,13:11:29,Mukac,grooney,2026,1986,600+0,C20,King's Pawn Game: Leonardis Variation,20,Resign,1-0,0,False,False,https://lichess.org/eCKTCe3E
39,2019.01.29,12:33:40,babashah,grooney,2048,1974,600+0,C44,Scotch Game: Haxo Gambit,63,Resign,0-1,1,False,False,https://lichess.org/gUZs4xr9
40,2019.01.27,12:21:24,CyberSecurity,grooney,1942,1979,600+0,C34,King's Gambit Accepted: MacLeod Defense,25,Checkmate,1-0,0,False,False,https://lichess.org/xyGG51LL
41,2019.01.26,23:03:11,mamakbuntut,grooney,1810,1995,600+0,A00,Van Geet Opening: Napoleon Attack,17,Resign,1-0,0,False,False,https://lichess.org/kTHrtRXd
42,2019.01.26,22:21:48,jonoao,grooney,1931,1978,600+0,C44,Scotch Game: Haxo Gambit,23,Resign,0-1,1,False,False,https://lichess.org/C2Qm0Qho
43,2019.01.26,22:14:11,Majnd,grooney,1957,1968,600+0,D35,Queen's Gambit Declined: Harrwitz Attack,25,Checkmate,0-1,1,False,False,https://lichess.org/pc4RQgu5
44,2019.01.26,11:35:59,Flopap,grooney,1849,1985,600+0,B21,Sicilian Defense: McDonnell Attack,44,Resign,1/2-1/2,0.5,False,False,https://lichess.org/VzhR74mo
45,2019.01.23,15:35:45,pinturella,grooney,1769,2012,600+0,D38,Queen's Gambit Declined: Ragozin Defense,36,Checkmate,1-0,0,False,False,https://lichess.org/u6KyRLj3
46,2019.01.21,20:02:50,sasasah,grooney,1894,1999,600+0,C50,Italian Game: Deutz Gambit,38,Checkmate,0-1,1,False,False,https://lichess.org/sJH5oikm
47,2019.01.21,17:10:20,james001,grooney,1991,1996,600+0,C57,"Italian Game: Two Knights Defense, Knight Attack, Normal Variation",72,Resign,1/2-1/2,0.5,False,False,https://lichess.org/fOQfX9H3
48,2019.01.20,15:10:14,llucbimbovich,grooney,1944,1999,600+0,C70,"Ruy Lopez: Morphy Defense, Caro Variation",21,Resign,0-1,1,False,False,https://lichess.org/7SchszlB
49,2019.01.20,13:58:28,lazykrle,grooney,1852,1980,600+0,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,38,Time forfeit,0-1,1,False,False,https://lichess.org/PbJ8hPOH
50,2019.01.19,11:40:30,elamine,grooney,1916,1952,600+0,D00,Queen's Pawn Game: Mason Variation,53,Time forfeit,0-1,1,False,False,https://lichess.org/zP5EJp4f
51,2019.01.17,11:02:08,ChinaLom,grooney,1933,1918,600+0,B14,"Caro-Kann Defense: Panov Attack, Main Line",37,Resign,0-1,1,False,False,https://lichess.org/W7lWzvqJ
52,2019.01.17,10:53:07,BazLayter,grooney,1835,1932,600+0,D00,Queen's Pawn Game: Levitsky Attack,29,Resign,1-0,0,False,False,https://lichess.org/Vy1WX2Nb
53,2019.01.17,10:27:37,petrovich142,grooney,1957,1942,600+0,A22,"English Opening: King's English Variation, Two Knights Variation, Reversed Dragon",55,Checkmate,1-0,0,False,False,https://lichess.org/4yfQhRyS
54,2019.01.16,12:21:19,pucheroargentino,grooney,1901,1955,600+0,B40,Sicilian Defense: Four Knights Variation,48,Resign,1/2-1/2,0.5,False,False,https://lichess.org/2pogG7CC
55,2019.01.16,11:46:49,kubera,grooney,1840,1940,600+0,B30,Sicilian Defense: Old Sicilian,39,Resign,0-1,1,False,False,https://lichess.org/3lY39UkG
