Country_code_A3,Name,C_group_IM24_sh,dev_country,Substance,FOOD_system_stage,Y_1990,Y_1991,Y_1992,Y_1993,Y_1994,Y_1995,Y_1996,Y_1997,Y_1998,Y_1999,Y_2000,Y_2001,Y_2002,Y_2003,Y_2004,Y_2005,Y_2006,Y_2007,Y_2008,Y_2009,Y_2010,Y_2011,Y_2012,Y_2013,Y_2014,Y_2015
TWN,China. Taiwan Province of,20:_China +,D,GWP_100_N2O,LULUC (Production),0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0003,0.0002,0.0002,0.0002,0.0002,0,0,0.0016,0.0084,0.0005,0,0,0.0007,0.0033,0.0014,0,0,0.0032,0,0.0009
TZA,United Republic of Tanzania,10:_Southern_Africa,D,GWP_100_N2O,LULUC (Production),8.5095,8.5095,8.5095,8.5095,8.5095,8.5095,7.3325,6.0903,7.8714,6.6161,4.1257,12.1638,7.3054,9.0264,9.3089,12.649,10.3354,10.0321,8.8266,7.4452,7.2188,6.5561,7.4748,6.6546,6.4149,7.929
UGA,Uganda,09:_Eastern_Africa,D,GWP_100_N2O,LULUC (Production),0.6033,0.6033,0.6033,0.6033,0.6033,0.6033,0.5037,0.8495,1.077,1.2962,0.8694,0.3748,0.5643,0.6524,0.921,0.8763,0.5471,0.1415,0.3656,0.5389,0.3754,0.5609,0.7466,0.6475,0.8123,0.7608
UKR,Ukraine,14:_Ukraine +,I,GWP_100_N2O,LULUC (Production),0.813646496612999,0.813646496612999,0.8133,0.8133,0.8133,0.8133,0.1414,0.1345,0.1378,0.1426,0.0683,0.3342,1.115,0.5512,0.2917,0.542,0.4069,0.5803,0.4474,0.828,0.6425,0.7861,1.3639,0.4565,1.721,2.7026
URY,Uruguay,06:_Rest South America,D,GWP_100_N2O,LULUC (Production),0.0217,0.0217,0.0217,0.0217,0.0217,0.0217,0.0179,0.0163,0.0244,0.0196,0.033,0.0016,0.0104,0.0084,0.0476,0.095,0.0139,0.0106,0.0479,0.0352,0.0091,0.0313,0.0085,0.0043,0.0017,0.016
USA,United States of America,02:_USA,I,GWP_100_N2O,LULUC (Production),17.449,17.449,17.449,17.449,17.449,17.449,9.6875,6.1787,8.8424,11.442,9.4938,10.228,17.3906,14.8899,18.4477,15.1626,17.4044,33.1265,15.0159,15.9689,13.9244,21.7228,20.4541,15.1832,16.5362,21.1205
UZB,Uzbekistan,15:_Asia-Stan,I,GWP_100_N2O,LULUC (Production),0.0157066887948163,0.0157066887948163,0.0157,0.0157,0.0157,0.0157,0.0636,0.0571,0.0575,0.0539,0.0799,0.0065,0.0025,0.0006,0.0011,0.0006,0.0194,0.0289,0.0497,0.0385,0,0.0247,0.0065,0.0216,0.0261,0.0126
VEN,Venezuela (Bolivarian Republic of),06:_Rest South America,D,GWP_100_N2O,LULUC (Production),2.7241,2.7241,2.7241,2.7241,2.7241,2.7241,1.1478,1.3389,3.1267,1.4102,1.8058,3.8898,0.5687,5.8232,0.961,1.7193,2.3812,3.5368,1.6951,0.9743,5.7199,0.4394,0.5209,3.8606,2.476,3.1229
VNM,Viet Nam,21:_Southeastern Asia,D,GWP_100_N2O,LULUC (Production),1.9507,1.9507,1.9507,1.9507,1.9507,1.9507,0.5336,0.3952,1.526,0.7939,0.856,0.3711,0.9873,2.2374,2.3452,2.9257,1.1117,3.5067,0.8406,1.6473,3.2293,1.1575,2.219,1.6345,2.6855,2.1655
VUT,Vanuatu,24:_Oceania,D,GWP_100_N2O,LULUC (Production),0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0001,0.0005,0.0001,0.0001,0,0,0,0.0065,0,0,0,0,0,0,0,0,0,0,0,0.0086
WSM,Samoa,24:_Oceania,D,GWP_100_N2O,LULUC (Production),0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0018,0.0018,0.0041,0.002,0.0004,0,0,0,0,0,0,0,0,0,0,0.0056,0,0,0,0
ZAF,South Africa,10:_Southern_Africa,D,GWP_100_N2O,LULUC (Production),0.9497,0.9497,0.9497,0.9497,0.9497,0.9497,1.7952,1.7694,3.1022,2.0927,0.7743,1.3226,1.0671,0.9989,0.7543,1.6852,0.6465,1.2453,1.1056,1.0811,1.3139,0.815,0.6656,0.5725,0.8631,0.655
ZMB,Zambia,10:_Southern_Africa,D,GWP_100_N2O,LULUC (Production),35.715,35.715,35.715,35.715,35.715,35.715,38.2988,34.7917,35.0208,31.8483,33.5314,33.116,34.8401,35.5574,36.8518,43.8159,36.292,33.6879,35.089,29.876,34.5536,33.6899,35.6621,37.0188,34.3973,37.5506
ZWE,Zimbabwe,10:_Southern_Africa,D,GWP_100_N2O,LULUC (Production),0.2104,0.2104,0.2104,0.2104,0.2104,0.2104,0.1817,0.3359,0.3887,0.251,0.0162,0.9554,0.2729,0.1438,0.2908,0.2565,0.0926,0.1025,0.2822,0.1692,0.1681,0.0833,0.1045,0.0598,0.0664,0.2274
ABW,Aruba,04:_Rest Central America,D,GWP_100_N2O,Consumption,0.285086814110874,0.345191691310362,0.367117929800251,0.39821049402483,0.398966579082907,0.483487402976512,0.320400940480957,0.560550440673526,0.706417976347107,0.767150997643615,0.747117288477136,0.781484527716665,0.704413981200232,0.68300663124567,0.726244311511634,0.646002175784475,0.646644404047273,0.563470563353167,0.587225078241039,0.614861494320254,0.638886141814852,0.608276200341203,1.08102029833688,1.25982170244147,1.21488361837527,1.21764134792382
AFG,Afghanistan,18:_India +,D,GWP_100_N2O,Consumption,2.91506068422848,2.86847055000913,2.03482156212566,1.99983198451567,1.55343440805835,2.23861632310294,2.53919600877589,2.59900078503708,2.68585401942994,2.7416546628936,2.9803732741165,2.96986239558153,3.006725281876,2.89292738861894,3.09809535768355,3.50405439994373,3.71887929292239,3.74718460586483,6.14141846092516,9.11377711124221,11.6441173138586,15.7664905215464,22.6998551314645,37.4760325530374,23.0334493657438,21.9818999258489
AGO,Angola,10:_Southern_Africa,D,GWP_100_N2O,Consumption,33.4869530718608,34.570671296882,35.1473215430538,35.6990417508289,37.4317191069821,37.7280509689337,38.9821907535019,40.143553358789,40.6993187134567,42.9976519315756,43.1223608858102,44.4409441686024,45.9166221255431,48.5442033060386,50.3124780372767,50.1623873910186,53.3447177105588,54.2612400744796,58.9093232372793,63.9681083440177,67.5621381215704,70.1127796869206,71.1870470866162,74.055845908052,79.2459363105108,82.9497725628953
AIA,Anguilla,04:_Rest Central America,D,GWP_100_N2O,Consumption,0.0241499048884576,0.0309355720046777,0.032331835016898,0.0389234088223671,0.052372612611807,0.0660487083428479,0.0623286565299654,0.0497614933382798,0.0402189008091435,0.0356337559751034,0.0442141600665786,0.0432568034407452,0.0258924235387177,0.0306690641936958,0.02557196520533,0.0258370700952808,0.0239190379276664,0.0214220338749956,0.0283189088274947,0.0396910112976073,0.0478809995223872,0.0512447481931817,0.0512453877790522,0.055007936727413,0.054921837800921,0.0551385772793905
AIR,Int. Aviation,28:_Int. Aviation,0,GWP_100_N2O,Consumption,20.6727805767315,19.835555385708,20.23080835028,20.3560581565695,21.1824352665209,21.7270892819054,22.5964245900295,23.8003092029736,24.6346390715653,25.6411047619644,26.6267830295016,26.0425728119954,27.6048818917408,27.5327575671526,29.7164301331405,31.635900278818,32.7563499888079,33.7321967566932,34.1431061285506,32.5558066813535,34.2461281456577,35.4156980626359,35.9211797648879,36.6791425452118,37.7498560649453,39.6358638636686
ALB,Albania,12:_Central Europe,I,GWP_100_N2O,Consumption,2.79359069637021,2.15623022532375,1.7639956172799,2.21433226484969,2.73354050601433,2.47448081838051,2.38902674988674,2.14027463761295,2.81605284698388,10.7503855374407,10.3304285534714,10.4842469667811,9.73493025366597,10.2222204765412,10.2312250804927,10.0638256490514,10.1943796892088,10.2000071262863,10.1076139456541,12.8252289461485,14.4142453233613,16.7142622731191,12.0188184751977,11.425473851395,14.1264195039678,14.1102635663011
ANT,Netherlands Antilles,04:_Rest Central America,D,GWP_100_N2O,Consumption,6.37871716124071,6.52688827994742,6.9740936099226,6.45622148709017,6.75375109488155,7.96530335701951,8.03466376787462,8.97436473788193,10.838592684009,11.0388082334487,11.5201921163433,11.3772003645219,10.2545651682881,9.47414368053107,9.7861370893589,9.60487277134625,9.71526463078234,10.5366975993793,12.1850935470262,11.7854067284259,12.2909407887127,14.7034227005339,15.4655142563483,15.2725884562594,14.6931795751701,14.9057274579329
ARE,United Arab Emirates,17:_Middle_East,D,GWP_100_N2O,Consumption,60.5509033894208,62.3293967782557,64.1257023595174,69.0096217806592,69.601855024965,71.965291813192,73.1792607547941,72.0323829957842,71.6977800065604,74.1752384176858,78.3884079670076,80.0424371291632,91.5204538066049,102.996427181003,106.563443124651,108.770377049448,113.744894225849,101.64834428455,114.931736949039,88.076918288696,80.8819751550864,78.9886065901364,96.0027264971996,93.7428235584855,89.3004212544182,86.2114303081964
ARG,Argentina,06:_Rest South America,D,GWP_100_N2O,Consumption,166.967752656866,179.908588129409,191.822792910857,202.735810840564,208.338812590754,231.403029973606,241.110686067528,245.85685544841,252.471147345495,248.301615742875,231.222857116091,209.089693886571,193.701188381026,203.702597058707,222.301819179815,233.416575408184,245.347422792731,246.753164139447,272.570533427847,255.934124885116,269.898208190573,290.416363187607,293.136113463568,286.64454276807,292.536627411126,304.090691523049
ARM,Armenia,16:_Russia +,I,GWP_100_N2O,Consumption,21.2927423819019,20.5415189845955,11.2330391272089,4.96883984570631,1.01553947998955,0.945888997301692,0.853432685143822,1.08479955563047,0.93157565862367,0.88436335360786,2.72441468225891,2.38312394539512,1.79770263387547,1.69240155688316,1.58604290285717,1.73400692411538,1.90966262646293,3.31934760683126,3.80698459973933,3.18408807588391,3.44169295620757,3.84530607407556,4.24492875462439,4.16855090784467,7.90995778312467,7.87684495673551
ATG,Antigua and Barbuda,04:_Rest Central America,D,GWP_100_N2O,Consumption,0.391258567586041,0.431115248667059,0.470099871692185,0.412711137849934,0.486208326951515,0.511892227369214,0.61018144749958,0.58192025136539,0.67973446748377,0.68934062151363,0.689018218860782,0.683647780717191,0.652754490553777,0.812617678958755,0.827955622472535,0.83768602163675,0.803578006799442,0.815258912755392,0.860496629665473,0.98425779005557,1.01176882205024,1.10050537265129,1.88490253292886,1.81394761909956,1.6509981164543,1.81656741332166
AUS,Australia,24:_Oceania,I,GWP_100_N2O,Consumption,608.442662152335,596.008483920393,588.125854939476,608.018546728927,623.409658181797,631.062181129054,642.814569103649,618.781919958642,603.656553023912,584.881085109516,569.536308465986,560.662781157456,546.294128990396,528.958592719731,534.882309954164,544.024472359546,542.181418404084,536.194322021854,553.367471802196,549.289191234175,582.76553350695,615.916840310577,549.72134583101,551.036583196289,537.965518306672,560.066850380594
AUT,Austria,11:_OECD_Europe,I,GWP_100_N2O,Consumption,66.2631193609497,70.1827195261313,68.5775033327642,72.0424333696323,70.2368693559259,72.0992623657811,76.249252316115,77.7927705097954,81.3904411542907,79.3676720830293,81.8514253383754,85.7060949272079,87.4182970556369,88.9093217368212,88.9836554339762,90.7898433253277,88.2120886677581,87.3379562873023,84.2654737533244,79.1050114594992,78.8124838495347,73.8652010838029,71.0708532945257,72.3554432218701,69.6945993861333,69.129234494585
AZE,Azerbaijan,16:_Russia +,I,GWP_100_N2O,Consumption,56.2453101525143,46.5055596400194,47.4632267143782,40.6743038327785,36.0947819395545,37.3985996973981,30.0590346432601,30.1222111583003,26.8503244234917,19.3003282931346,23.7497380584384,20.3755140635488,20.0414332213742,21.5848408059159,22.4663825241946,25.2081249634402,24.6381717962986,25.7023921828467,28.8229673206085,24.7268739820392,22.8600639914057,26.7717803512834,30.9225932757678,33.1097186490375,33.9525798532629,32.6936712693985
BDI,Burundi,09:_Eastern_Africa,D,GWP_100_N2O,Consumption,17.0874517794426,17.6444528163217,18.0232100086674,18.9244050453897,17.6422660903717,19.7692617974163,21.7581486246952,22.9515972952555,19.1551991881764,19.6741760431643,28.2473295964064,29.2844072191502,29.315935739314,29.3848990639027,30.0872592788626,31.4247862583962,32.3852145512347,32.8467395169242,33.3291972013241,34.2232895367433,34.7621964353326,21.6440354700399,18.8464357941172,18.5164920073067,18.3557570623045,18.9111659779642
BEL,Belgium,11:_OECD_Europe,I,GWP_100_N2O,Consumption,120.66699911567,122.638636929382,123.658607703428,121.735976397881,128.5015556479,125.073120059637,129.459018114489,127.845453616017,122.377632332737,122.381026776626,126.399448346262,124.534389010735,119.362228826229,128.376767925081,128.965651622805,119.303678540853,121.015730947113,116.194262105185,114.267470711393,110.070742556365,109.110518662943,104.817302962782,101.053486796986,98.0398775141096,97.9919364393871,96.9701829048207
BEN,Benin,08:_Western_Africa,D,GWP_100_N2O,Consumption,5.34559540600548,5.45212311739393,5.6111662115606,5.76625761080433,5.94505052247572,6.04726153494527,7.88846875107713,9.21083554719418,9.68069428283622,12.8648817414827,13.8544009684914,14.7742683470199,15.9190731415511,16.9316660212377,17.4176835677545,19.2049870544687,21.9018503953889,23.724004276968,24.2435250302101,25.1288930857571,24.2596584851357,24.6801818228174,24.8726571688501,27.2312628058962,28.3949768650468,30.3930091335061
BFA,Burkina Faso,08:_Western_Africa,D,GWP_100_N2O,Consumption,30.1899338583337,31.6615049580999,32.7716935033641,33.2392857756274,30.9767564981567,31.155107434174,33.8826239759721,35.7003003865817,26.2220425508643,26.8356648790947,19.3132665696852,14.3631335747592,14.4394331895456,20.9006948974312,29.5834925992535,32.1891200075918,34.2681252774287,37.301140281009,38.7109595767362,39.2090494292817,39.6806569012681,42.043459674707,43.6230819011794,45.4680344104485,45.4387964275493,46.8103640582292
BGD,Bangladesh,18:_India +,D,GWP_100_N2O,Consumption,155.577300458949,146.213532167367,152.634424635767,153.516870403716,155.366922033695,174.052021290602,164.99824373016,177.240070654176,171.237335513797,172.591820382868,187.198004444063,197.391278117931,201.969431899975,204.261179336324,214.341785827754,223.214516589343,227.644563814606,232.149815696715,244.830099112875,257.053603761243,266.467088149647,281.52519844522,294.275216477629,296.428618971558,306.559066306808,371.400444666982
BGR,Bulgaria,12:_Central Europe,I,GWP_100_N2O,Consumption,74.5152610066146,49.8717343414844,54.1133245406884,52.7609181650214,49.5917009050957,49.3031254334078,48.7714880301092,49.3772646385806,48.6833710624708,48.2600566859284,47.4538784845626,48.3799393695616,48.5366194790293,51.4073413837112,53.2624692262594,54.9585838034113,55.2309549617861,58.9838702916177,58.4244924645392,51.0224123974392,54.7740854827319,54.6326268628241,52.0079445249764,48.6962229505902,49.3899111011566,51.9729829645145
BHR,Bahrain,17:_Middle_East,D,GWP_100_N2O,Consumption,9.27008541544632,8.99738005465489,10.8444912685261,11.8146533231466,12.4610807083689,12.767232644947,12.7643470629018,12.7152909883072,13.054712953715,12.9086804901103,12.6365454356806,12.3216610810464,13.0770980772467,13.6641237911482,13.7281830165034,15.3471611227133,16.5790009994962,15.5914793627731,15.336279714224,13.7729167331663,12.634766418137,12.2705902564707,12.5523379458146,12.8617656063278,13.3416328917231,13.8899457211258
BHS,Bahamas,04:_Rest Central America,D,GWP_100_N2O,Consumption,2.43977620676156,2.5131865780308,2.55827864571596,2.4033240920583,2.63500566953721,3.38189587891457,3.81688226061697,3.76643430424796,4.99876679894414,4.61099596861304,4.51916567619642,4.53692142730174,4.36203421508242,5.19247660164508,5.27921798566711,5.55715781001065,5.32603432229806,5.14508894560064,3.71571563538482,4.36153582466627,4.48893290622989,4.85022983048834,8.21562416420048,8.57233747489132,8.14920894124526,7.7980565609484
BIH,Bosnia and Herzegovina,12:_Central Europe,I,GWP_100_N2O,Consumption,9.38526539601411,8.00766737535611,5.43296932813026,5.75765830164881,3.94895740501764,4.06948368722094,4.96487563745258,7.03943754309751,9.23570092381345,9.03151259036696,11.8124229134786,11.7931675080813,12.1239948526949,12.1450786386308,13.2259195618686,13.5336990949985,15.0907245843224,15.2785282779704,15.3687893701226,17.5950648316117,16.5149084205971,20.5907432178468,18.9967937061782,19.2761966925693,20.8253738733865,21.0662101370239
BLR,Belarus,14:_Ukraine +,I,GWP_100_N2O,Consumption,129.420081561581,133.665861582294,115.509647051552,104.431102156768,79.3696875723991,71.3189329696654,71.4924889902662,73.3242070676411,73.8185998212629,66.2803835467017,61.6564219102192,57.8231181183361,56.4984628594916,56.5628237320433,59.5611450569923,62.1802238876288,66.6678966277576,67.988096297477,74.3488087431162,70.2593976886496,78.327955356752,74.1253340594742,77.6586150273657,80.8813615039841,79.1827485038906,72.8976484094182
BLZ,Belize,04:_Rest Central America,D,GWP_100_N2O,Consumption,0.99082610349234,0.817010203320638,0.722050233394722,0.677652040272695,0.679532481047378,0.838218743098172,0.720685619476921,0.924247780685303,1.03386666524474,1.04667163748622,1.41243378680877,1.80214185477749,1.41535000576735,1.41112856640227,1.53898071821452,1.48508290523131,1.43245713175807,1.54043180021379,0.958754100119324,0.88753113175722,0.906377922378954,0.964335881698254,1.50064840408922,1.42583768401437,1.38194763698833,1.44800101658332
BMU,Bermuda,04:_Rest Central America,D,GWP_100_N2O,Consumption,0.746136356233031,0.761183105460411,0.626595081078506,0.627560128252093,0.617634791806354,0.647362365964395,0.749715010776809,0.709420252623409,0.844804181234713,0.85407089402681,0.859693232917985,0.749812149013374,0.820000801186213,0.824342182354092,0.959916392740913,0.886065898080278,0.849442553850341,1.15200983827387,0.811179687678989,1.04402032280338,1.07325518184219,1.17056061828849,1.97865829713299,1.14943474373098,1.1525423828495,1.31278489432233
BOL,Bolivia,06:_Rest South America,D,GWP_100_N2O,Consumption,18.6071503761423,17.8854310018185,18.4604353954303,19.7178527759951,20.2702264377534,21.5979252711797,19.7746913141621,18.5206160730047,18.3836213176574,15.6304674971662,17.2855291978163,16.6531922423416,16.9213142018817,17.8747511230482,18.7146750195928,19.8339181694601,21.8573222181939,24.8501777718056,27.9322356954352,29.6547765630734,33.9976693369062,36.4181007931257,39.132668214017,41.7768563601838,44.4205480742691,45.06017173436
BRA,Brazil,05:_Brazil,D,GWP_100_N2O,Consumption,1012.79654280304,1027.10873495763,1073.29671565955,1091.81920533086,1170.84358151291,1209.08188625701,1271.35581053332,1303.68623223535,1378.17658084888,1440.05781471563,1342.30491053493,1438.19299037745,1506.1972061788,1540.64423732145,1620.14559732632,1641.13116952765,1757.71802787015,1859.11242051745,1912.13717897103,1936.81320298617,2107.58309465353,2130.28365990206,2232.74657401962,2275.32637105831,2302.49661609786,2236.09591028246
BRB,Barbados,04:_Rest Central America,D,GWP_100_N2O,Consumption,1.3330763856001,1.55774449889317,1.70298144570628,1.48570242059601,1.41553078805165,1.46435139210035,1.29773889880673,1.56148248194966,1.93393920345505,1.92008610338367,2.52689659631326,2.69475109403093,2.54707914561279,2.65584057508125,2.03614049655538,2.54172278310493,2.42594547814644,2.31360515668249,2.31740493113038,2.63444270929042,2.62921732429224,2.84190849723436,4.24095582731195,4.72332723029206,4.56981284803007,4.84074174595988
BRN,Brunei Darussalam,21:_Southeastern Asia,D,GWP_100_N2O,Consumption,3.17076345218483,3.44021193314108,3.74331834265048,4.05302237961857,4.49170484600398,4.76502069806482,5.23195438389641,5.88097620949679,5.91124768921448,5.80692712127499,5.89365426741294,5.69806505668268,5.61630893371379,5.66791512248065,5.62811205191692,5.21316515459374,5.32950177152327,5.40693721887416,5.48629761752133,5.24116786697375,4.92154548503125,5.25866698849502,5.460384787815,5.19487560857971,5.37661709679699,4.95733430434011
BTN,Bhutan,18:_India +,D,GWP_100_N2O,Consumption,4.5054785448167,4.53701896105826,4.55364493979957,4.62225166237034,4.66773195020068,7.28312703888469,8.61463941133861,8.81876252184043,8.96870696238131,9.1940914903362,9.35656593791362,9.55014785436667,9.73482587221864,9.87811173534093,9.97708659226324,10.24345575503,10.4375240665959,10.7190864649592,10.9374814038763,10.8470648270422,11.165948131006,11.5146561150119,12.274749213941,12.2916379628087,11.8862056717308,12.0653041153167
BWA,Botswana,10:_Southern_Africa,D,GWP_100_N2O,Consumption,7.9420753863313,8.30426328097108,9.34202619841942,9.73257727940974,9.90817979233746,10.4458936094847,10.3699039956306,10.8545765615821,14.3315209187513,12.5174425372362,12.9374612821446,16.653223798617,16.6329978607722,16.071316816994,13.9170378467634,13.2214903049287,13.7728647005085,14.3551675133998,15.2969913355641,14.6912372086022,14.1121164574345,15.1089765554647,16.3593883735938,16.744845523546,18.6045022927542,19.6644891809022
CAF,Central African Republic,08:_Western_Africa,D,GWP_100_N2O,Consumption,10.5942284140193,11.4663547078748,11.4032477308385,10.6088886824438,9.58667607789903,8.28368265881951,9.05180881821435,9.32213392316289,7.24433507105326,7.19102478228211,6.99842040403374,7.11563536249039,6.99326892132885,6.88477369074186,6.93366759957612,7.10360878174689,3.61873584031813,3.53589425612727,3.54953123100471,3.45315287200529,3.36695910646927,3.49431610446987,3.52027716532662,3.37496675555138,3.24875366275895,3.38067240884004
CAN,Canada,01:_Canada,I,GWP_100_N2O,Consumption,655.972987747965,630.974161836784,640.485527811842,617.839036051011,625.924875311999,624.269763622603,622.894440901432,643.652830969664,650.646419631369,670.552083350976,675.174533727601,656.107476070138,640.002124760289,651.050721811683,658.126202232882,738.934187753609,717.856817262907,756.550844903564,731.20987673642,689.972149641649,712.229787904498,718.855496071241,712.536349988676,718.150823979419,715.713152144849,703.21557556784
CHE,Switzerland,11:_OECD_Europe,I,GWP_100_N2O,Consumption,43.4892774793748,44.2168713783887,41.1985963799362,40.402238496923,41.5168008980992,40.4729733104614,39.1134574491837,39.7760311123074,40.0617273646668,44.593373212512,47.7432798327249,46.872934709463,43.2487623862341,42.2971180017548,41.1174453789164,39.7475352744909,39.7922146730147,38.5933578138646,37.7476085471289,36.2710185769279,36.2680255884108,33.8263713791166,33.1423071988179,33.2511404240477,31.5943513983554,29.329956396116
CHL,Chile,06:_Rest South America,D,GWP_100_N2O,Consumption,82.1551683768247,86.1581509588385,91.4505778261949,92.5391281992791,99.3360526800063,106.594906197968,117.1729022023,122.7870009049,126.30140030162,117.752252794906,121.64723352827,110.291362690734,114.180119552372,109.789872063443,118.818963983247,122.918177532253,126.029293303427,143.773735288427,151.06732432198,148.924308176632,143.694068812096,159.452864867569,181.159913146238,188.903926372506,166.925270276664,168.54339911239
CHN,China,20:_China +,D,GWP_100_N2O,Consumption,8139.42449543989,8295.34287573227,8405.51470144029,8618.05938428078,8636.22332702012,9114.04181037698,8679.95463239416,8811.30936881325,8869.41215909547,8455.58514907189,8417.99090845818,8407.46651133743,8526.61116373873,9025.2646809376,10256.9201723693,10738.5277316113,11258.2340909714,11597.8651878695,11450.8614847904,11793.6753211837,11865.3541038478,12456.6222102549,12323.157440539,12384.3137231986,12146.9387165236,11783.0456487772
CIV,Cote d'Ivoire,08:_Western_Africa,D,GWP_100_N2O,Consumption,23.1129975780149,23.8622269045077,24.4493277272743,25.2476415582557,26.0337706364804,26.9436651731637,28.5200235052405,30.2398904526147,30.0227531900451,31.8708343160665,31.8760866234627,32.0706044115307,33.3521688346255,30.7721656868708,40.3973998021946,42.5610749633997,42.4072761161232,43.0941179965818,44.0054247517956,47.8240772185166,50.7429213513869,57.7897175185974,62.5550902845575,66.7499246118023,69.4158343952571,61.2866134274775
CMR,Cameroon,08:_Western_Africa,D,GWP_100_N2O,Consumption,36.3751885504561,37.0800030340451,38.0051281006505,39.5065695566676,42.6572712244799,43.8710559987119,44.9830375906837,46.5227743582984,48.1361751564046,48.5462624043208,50.2277842158896,51.0129958791724,57.3950868571421,58.8821560031759,60.415318238964,61.7922812298443,53.9995427359096,48.1638100156074,48.9676604244447,51.330835775379,51.4515410865546,52.6753230275405,54.1549086749189,55.8159773686338,57.7714091483639,59.927049881235
COD,Congo_the Democratic Republic of the,08:_Western_Africa,D,GWP_100_N2O,Consumption,77.1369746259244,78.7892498770402,81.0586920528246,83.6800045379797,86.6893245363346,89.3971266079272,92.238010138253,95.1261623516621,98.0778434473545,101.055058912847,103.664944087873,106.976110214685,110.695617828395,115.069914143689,119.202955942153,124.073948478761,128.567331858787,133.578901334249,138.403500905284,142.940190245721,145.456917187637,154.484687746607,124.575917072976,148.719256350546,171.943618570668,168.920447580741
COG,Congo,08:_Western_Africa,D,GWP_100_N2O,Consumption,4.98984604133393,5.18080019529994,5.18122311152171,5.28597100715303,4.90253942949452,5.22777045376325,5.34872253891236,5.23576052120081,5.48156724775564,5.58479691749375,4.74859077633232,4.98134088340323,4.71128745059983,5.45896756425693,5.97697397480681,6.7139094020921,9.9473424950479,7.92979217745105,8.63756273246733,9.44884934346341,10.3649819873034,14.7259268006857,18.1776047286429,19.2818691580031,19.9161769498908,20.3244742897998
COK,Cook Islands,24:_Oceania,D,GWP_100_N2O,Consumption,0.0922170289872105,0.0758501228839294,0.0968914696665481,0.0980238763537763,0.0644304115321521,0.069080434622484,0.066103592283349,0.0630024814286426,0.0664333049544836,0.0584474459217695,0.0809746692751697,0.0902373484214,0.0875969977229767,0.0892424840410667,0.0968475371002508,0.118091662831695,0.104848106439848,0.0925851423491764,0.0971108845768911,0.0952154181562204,0.0965954798196291,0.130960227255919,0.159792023269099,0.0881833284000911,0.0789663646918656,0.0742573167477349
COL,Colombia,06:_Rest South America,D,GWP_100_N2O,Consumption,227.417877815835,228.466810577866,220.059377505359,227.031778780187,222.536355948175,230.140526992413,231.094425134374,223.91622594834,218.967327403223,204.58652440394,197.908610120279,194.158117613989,186.448781263297,190.283047207449,189.841539674325,193.02072194473,192.625540866713,197.797388298799,204.612216378913,204.759272505367,197.857287666333,223.419599501702,209.133044546872,217.661999913057,225.702373956918,225.350009411789
COM,Comoros,09:_Eastern_Africa,D,GWP_100_N2O,Consumption,0.137774876294766,0.156759603819049,0.154412272406452,0.311619382440363,0.297493029968263,0.312488706156671,0.339011543392938,0.189084038145769,0.200901605470207,0.222200949314519,0.218690428059417,0.232918975273704,0.235914776123129,0.242033126321067,0.236665070372592,0.335421224301377,0.32332535496697,0.331916737870799,0.333387484884897,0.348995869390716,0.361496030630405,0.415824269662624,0.42354521291536,0.490226172750122,0.450083010489966,0.488252110581255
CPV,Cape Verde,08:_Western_Africa,D,GWP_100_N2O,Consumption,0.114779615915171,0.202347406908174,0.19490866805493,0.201179504689587,0.210854349550964,0.2096898679395,0.220145148412735,0.232540463133136,0.233005425584456,0.245656861301987,0.327826532299652,0.257367737351688,0.256616117978917,0.176601327223277,0.360631557125381,0.356875712891887,0.365168119654705,0.469690324941881,0.459869028399826,0.508680826729224,0.518265115705889,0.700477571993507,0.741699163234057,1.42389852232123,1.45831529701306,1.69403451807481
CRI,Costa Rica,04:_Rest Central America,D,GWP_100_N2O,Consumption,12.0562875967702,13.433110362307,21.8246560583137,21.6776722300357,24.7630078782244,24.6290066276682,23.2699095051721,20.8455054442418,22.6168078349297,21.8999024712024,23.8048438522633,22.974048576406,21.6906441265355,22.9069883997602,28.1774655125185,31.6244315525898,34.6826890091899,40.5095869461633,39.5739371055768,34.9928826066848,36.4884338500163,34.6839455106651,34.1279997463645,35.555072528772,35.6481781228835,33.8084017251142
CUB,Cuba,04:_Rest Central America,D,GWP_100_N2O,Consumption,41.7270274959617,33.4529835194296,27.1510668343465,22.0507364545524,22.3135546957335,22.0571952722183,23.6670865270538,25.4106854325651,23.7735898766597,23.9142669462553,23.3575052825759,22.2248245778074,23.4916560860604,24.4032787347797,24.5917407753828,23.6061568862913,21.6988248622623,21.5033905192588,21.6981286312724,20.5870639982274,21.2931920014028,20.6667594104534,20.7391751270661,21.2732879315471,21.5441808524913,21.3331003946412
