Województwo;Miejscowoœæ;Kod punktu pomiarowego;Nazwa punktu pomiarowego;Wspó³rz. pp WGS84 (d³. geogr.);Wspó³rz. pp WGS84 (szer. geogr.);Cel pomiaru;Data rozpoczêcia;Data zakoñczenia;Nazwa odcinka drogi;Czas odniesienia;Laeq po korekcie [dB]
kujawsko-pomorskie;Grudzi¹dz;D_04_000066_001;ul. Pi³sudskiego 51;18,762139;53,493556;Pañstwowy monitoring œrodowiska, art. 26 Poœ;01.05.2020 00:00;31.05.2020 23:59;ul. Pi³sudskiego 51;Wieczór 4h;68,6
kujawsko-pomorskie;Grudzi¹dz;D_04_000066_001;ul. Pi³sudskiego 51;18,762139;53,493556;Pañstwowy monitoring œrodowiska, art. 26 Poœ;01.06.2020 00:00;30.06.2020 23:59;ul. Pi³sudskiego 51;Dzieñ 12h;65,5
kujawsko-pomorskie;Grudzi¹dz;D_04_000066_001;ul. Pi³sudskiego 51;18,762139;53,493556;Pañstwowy monitoring œrodowiska, art. 26 Poœ;01.06.2020 00:00;30.06.2020 23:59;ul. Pi³sudskiego 51;Dzieñ 16h;65,3
kujawsko-pomorskie;Grudzi¹dz;D_04_000066_001;ul. Pi³sudskiego 51;18,762139;53,493556;Pañstwowy monitoring œrodowiska, art. 26 Poœ;01.06.2020 00:00;30.06.2020 23:59;ul. Pi³sudskiego 51;Noc 8h;60,4
kujawsko-pomorskie;Grudzi¹dz;D_04_000066_001;ul. Pi³sudskiego 51;18,762139;53,493556;Pañstwowy monitoring œrodowiska, art. 26 Poœ;01.06.2020 00:00;30.06.2020 23:59;ul. Pi³sudskiego 51;Wieczór 4h;64,5
kujawsko-pomorskie;Grudzi¹dz;D_04_000066_001;ul. Pi³sudskiego 51;18,762139;53,493556;Pañstwowy monitoring œrodowiska, art. 26 Poœ;01.07.2020 00:00;31.07.2020 23:59;ul. Pi³sudskiego 51;Dzieñ 12h;61,8
kujawsko-pomorskie;Grudzi¹dz;D_04_000066_001;ul. Pi³sudskiego 51;18,762139;53,493556;Pañstwowy monitoring œrodowiska, art. 26 Poœ;01.07.2020 00:00;31.07.2020 23:59;ul. Pi³sudskiego 51;Dzieñ 16h;61,5
kujawsko-pomorskie;Grudzi¹dz;D_04_000066_001;ul. Pi³sudskiego 51;18,762139;53,493556;Pañstwowy monitoring œrodowiska, art. 26 Poœ;01.07.2020 00:00;31.07.2020 23:59;ul. Pi³sudskiego 51;Noc 8h;56,2
kujawsko-pomorskie;Grudzi¹dz;D_04_000066_001;ul. Pi³sudskiego 51;18,762139;53,493556;Pañstwowy monitoring œrodowiska, art. 26 Poœ;01.07.2020 00:00;31.07.2020 23:59;ul. Pi³sudskiego 51;Wieczór 4h;60,5
kujawsko-pomorskie;Grudzi¹dz;D_04_000066_001;ul. Pi³sudskiego 51;18,762139;53,493556;Pañstwowy monitoring œrodowiska, art. 26 Poœ;01.08.2020 00:00;31.08.2020 23:59;ul. Pi³sudskiego 51;Dzieñ 12h;67,9
kujawsko-pomorskie;Grudzi¹dz;D_04_000066_001;ul. Pi³sudskiego 51;18,762139;53,493556;Pañstwowy monitoring œrodowiska, art. 26 Poœ;01.08.2020 00:00;31.08.2020 23:59;ul. Pi³sudskiego 51;Dzieñ 16h;68
kujawsko-pomorskie;Grudzi¹dz;D_04_000066_001;ul. Pi³sudskiego 51;18,762139;53,493556;Pañstwowy monitoring œrodowiska, art. 26 Poœ;01.08.2020 00:00;31.08.2020 23:59;ul. Pi³sudskiego 51;Noc 8h;67
kujawsko-pomorskie;Grudzi¹dz;D_04_000066_001;ul. Pi³sudskiego 51;18,762139;53,493556;Pañstwowy monitoring œrodowiska, art. 26 Poœ;01.08.2020 00:00;31.08.2020 23:59;ul. Pi³sudskiego 51;Wieczór 4h;68
kujawsko-pomorskie;Grudzi¹dz;D_04_000066_001;ul. Pi³sudskiego 51;18,762139;53,493556;Pañstwowy monitoring œrodowiska, art. 26 Poœ;01.09.2020 00:00;30.09.2020 23:59;ul. Pi³sudskiego 51;Dzieñ 12h;68,8
kujawsko-pomorskie;Grudzi¹dz;D_04_000066_001;ul. Pi³sudskiego 51;18,762139;53,493556;Pañstwowy monitoring œrodowiska, art. 26 Poœ;01.09.2020 00:00;30.09.2020 23:59;ul. Pi³sudskiego 51;Dzieñ 16h;68,6
kujawsko-pomorskie;Grudzi¹dz;D_04_000066_001;ul. Pi³sudskiego 51;18,762139;53,493556;Pañstwowy monitoring œrodowiska, art. 26 Poœ;01.09.2020 00:00;30.09.2020 23:59;ul. Pi³sudskiego 51;Noc 8h;64,5
kujawsko-pomorskie;Grudzi¹dz;D_04_000066_001;ul. Pi³sudskiego 51;18,762139;53,493556;Pañstwowy monitoring œrodowiska, art. 26 Poœ;01.09.2020 00:00;30.09.2020 23:59;ul. Pi³sudskiego 51;Wieczór 4h;67,8
kujawsko-pomorskie;Grudzi¹dz;D_04_000066_001;ul. Pi³sudskiego 51;18,762139;53,493556;Pañstwowy monitoring œrodowiska, art. 26 Poœ;01.10.2020 00:00;31.10.2020 23:59;ul. Pi³sudskiego 51;Dzieñ 12h;69,1
kujawsko-pomorskie;Grudzi¹dz;D_04_000066_001;ul. Pi³sudskiego 51;18,762139;53,493556;Pañstwowy monitoring œrodowiska, art. 26 Poœ;01.10.2020 00:00;31.10.2020 23:59;ul. Pi³sudskiego 51;Dzieñ 16h;68,9
kujawsko-pomorskie;Grudzi¹dz;D_04_000066_001;ul. Pi³sudskiego 51;18,762139;53,493556;Pañstwowy monitoring œrodowiska, art. 26 Poœ;01.10.2020 00:00;31.10.2020 23:59;ul. Pi³sudskiego 51;Noc 8h;66,5
kujawsko-pomorskie;Grudzi¹dz;D_04_000066_001;ul. Pi³sudskiego 51;18,762139;53,493556;Pañstwowy monitoring œrodowiska, art. 26 Poœ;01.10.2020 00:00;31.10.2020 23:59;ul. Pi³sudskiego 51;Wieczór 4h;68,2
kujawsko-pomorskie;Grudzi¹dz;D_04_000066_001;ul. Pi³sudskiego 51;18,762139;53,493556;Pañstwowy monitoring œrodowiska, art. 26 Poœ;01.11.2020 00:00;30.11.2020 23:59;ul. Pi³sudskiego 51;Dzieñ 12h;69,5
kujawsko-pomorskie;Grudzi¹dz;D_04_000066_001;ul. Pi³sudskiego 51;18,762139;53,493556;Pañstwowy monitoring œrodowiska, art. 26 Poœ;01.11.2020 00:00;30.11.2020 23:59;ul. Pi³sudskiego 51;Dzieñ 16h;69,2
kujawsko-pomorskie;Grudzi¹dz;D_04_000066_001;ul. Pi³sudskiego 51;18,762139;53,493556;Pañstwowy monitoring œrodowiska, art. 26 Poœ;01.11.2020 00:00;30.11.2020 23:59;ul. Pi³sudskiego 51;Noc 8h;66,8
kujawsko-pomorskie;Grudzi¹dz;D_04_000066_001;ul. Pi³sudskiego 51;18,762139;53,493556;Pañstwowy monitoring œrodowiska, art. 26 Poœ;01.11.2020 00:00;30.11.2020 23:59;ul. Pi³sudskiego 51;Wieczór 4h;68,5
kujawsko-pomorskie;Grudzi¹dz;D_04_000066_001;ul. Pi³sudskiego 51;18,762139;53,493556;Pañstwowy monitoring œrodowiska, art. 26 Poœ;01.12.2020 00:00;30.12.2020 23:59;ul. Pi³sudskiego 51;Dzieñ 12h;72,9
kujawsko-pomorskie;Grudzi¹dz;D_04_000066_001;ul. Pi³sudskiego 51;18,762139;53,493556;Pañstwowy monitoring œrodowiska, art. 26 Poœ;01.12.2020 00:00;30.12.2020 23:59;ul. Pi³sudskiego 51;Dzieñ 16h;72,7
kujawsko-pomorskie;Grudzi¹dz;D_04_000066_001;ul. Pi³sudskiego 51;18,762139;53,493556;Pañstwowy monitoring œrodowiska, art. 26 Poœ;01.12.2020 00:00;30.12.2020 23:59;ul. Pi³sudskiego 51;Noc 8h;70,5
kujawsko-pomorskie;Grudzi¹dz;D_04_000066_001;ul. Pi³sudskiego 51;18,762139;53,493556;Pañstwowy monitoring œrodowiska, art. 26 Poœ;01.12.2020 00:00;30.12.2020 23:59;ul. Pi³sudskiego 51;Wieczór 4h;71,9
kujawsko-pomorskie;Koronowo;D_04_000007_001;ul. Szosa Kotomierska 32, Koronowo h=4m;17,957818;53,310836;Pañstwowy monitoring œrodowiska, art. 26 Poœ;13.05.2020 06:00;13.05.2020 22:00;ul. Szosa Kotomierska 32;Dzieñ 12h;67,2
kujawsko-pomorskie;Koronowo;D_04_000007_001;ul. Szosa Kotomierska 32, Koronowo h=4m;17,957818;53,310836;Pañstwowy monitoring œrodowiska, art. 26 Poœ;13.05.2020 06:00;13.05.2020 22:00;ul. Szosa Kotomierska 32;Dzieñ 16h;66,7
kujawsko-pomorskie;Koronowo;D_04_000007_001;ul. Szosa Kotomierska 32, Koronowo h=4m;17,957818;53,310836;Pañstwowy monitoring œrodowiska, art. 26 Poœ;13.05.2020 06:00;13.05.2020 22:00;ul. Szosa Kotomierska 32;Wieczór 4h;64,9
kujawsko-pomorskie;Koronowo;D_04_000007_001;ul. Szosa Kotomierska 32, Koronowo h=4m;17,957818;53,310836;Pañstwowy monitoring œrodowiska, art. 26 Poœ;04.06.2020 22:00;05.06.2020 06:00;ul. Szosa Kotomierska 32;Noc 8h;62,9
kujawsko-pomorskie;Koronowo;D_04_000007_001;ul. Szosa Kotomierska 32, Koronowo h=4m;17,957818;53,310836;Pañstwowy monitoring œrodowiska, art. 26 Poœ;17.06.2020 06:00;17.06.2020 22:00;ul. Szosa Kotomierska 32;Dzieñ 12h;65,8
kujawsko-pomorskie;Koronowo;D_04_000007_001;ul. Szosa Kotomierska 32, Koronowo h=4m;17,957818;53,310836;Pañstwowy monitoring œrodowiska, art. 26 Poœ;17.06.2020 06:00;17.06.2020 22:00;ul. Szosa Kotomierska 32;Dzieñ 16h;65,5
kujawsko-pomorskie;Koronowo;D_04_000007_001;ul. Szosa Kotomierska 32, Koronowo h=4m;17,957818;53,310836;Pañstwowy monitoring œrodowiska, art. 26 Poœ;17.06.2020 06:00;17.06.2020 22:00;ul. Szosa Kotomierska 32;Wieczór 4h;64,6
kujawsko-pomorskie;Koronowo;D_04_000007_001;ul. Szosa Kotomierska 32, Koronowo h=4m;17,957818;53,310836;Pañstwowy monitoring œrodowiska, art. 26 Poœ;18.06.2020 22:00;19.06.2020 06:00;ul. Szosa Kotomierska 32;Noc 8h;59
kujawsko-pomorskie;Koronowo;D_04_000007_001;ul. Szosa Kotomierska 32, Koronowo h=4m;17,957818;53,310836;Pañstwowy monitoring œrodowiska, art. 26 Poœ;19.06.2020 22:00;20.06.2020 06:00;ul. Szosa Kotomierska 32;Noc 8h;58,1
kujawsko-pomorskie;Koronowo;D_04_000007_001;ul. Szosa Kotomierska 32, Koronowo h=4m;17,957818;53,310836;Pañstwowy monitoring œrodowiska, art. 26 Poœ;21.06.2020 06:00;21.06.2020 22:00;ul. Szosa Kotomierska 32;Dzieñ 12h;64,3
kujawsko-pomorskie;Koronowo;D_04_000007_001;ul. Szosa Kotomierska 32, Koronowo h=4m;17,957818;53,310836;Pañstwowy monitoring œrodowiska, art. 26 Poœ;21.06.2020 06:00;21.06.2020 22:00;ul. Szosa Kotomierska 32;Dzieñ 16h;64,2
kujawsko-pomorskie;Koronowo;D_04_000007_001;ul. Szosa Kotomierska 32, Koronowo h=4m;17,957818;53,310836;Pañstwowy monitoring œrodowiska, art. 26 Poœ;21.06.2020 06:00;21.06.2020 22:00;ul. Szosa Kotomierska 32;Wieczór 4h;64
kujawsko-pomorskie;Koronowo;D_04_000007_001;ul. Szosa Kotomierska 32, Koronowo h=4m;17,957818;53,310836;Pañstwowy monitoring œrodowiska, art. 26 Poœ;03.07.2020 22:00;04.07.2020 06:00;ul. Szosa Kotomierska 32;Noc 8h;60
kujawsko-pomorskie;Koronowo;D_04_000007_001;ul. Szosa Kotomierska 32, Koronowo h=4m;17,957818;53,310836;Pañstwowy monitoring œrodowiska, art. 26 Poœ;05.07.2020 06:00;06.07.2020 22:00;ul. Szosa Kotomierska 32;Dzieñ 12h;64,9
kujawsko-pomorskie;Koronowo;D_04_000007_001;ul. Szosa Kotomierska 32, Koronowo h=4m;17,957818;53,310836;Pañstwowy monitoring œrodowiska, art. 26 Poœ;05.07.2020 06:00;06.07.2020 22:00;ul. Szosa Kotomierska 32;Dzieñ 16h;65,1
kujawsko-pomorskie;Koronowo;D_04_000007_001;ul. Szosa Kotomierska 32, Koronowo h=4m;17,957818;53,310836;Pañstwowy monitoring œrodowiska, art. 26 Poœ;05.07.2020 06:00;06.07.2020 22:00;ul. Szosa Kotomierska 32;Wieczór 4h;65,7
kujawsko-pomorskie;Koronowo;D_04_000007_001;ul. Szosa Kotomierska 32, Koronowo h=4m;17,957818;53,310836;Pañstwowy monitoring œrodowiska, art. 26 Poœ;28.07.2020 06:00;28.07.2020 22:00;ul. Szosa Kotomierska 32;Dzieñ 12h;65,3
kujawsko-pomorskie;Koronowo;D_04_000007_001;ul. Szosa Kotomierska 32, Koronowo h=4m;17,957818;53,310836;Pañstwowy monitoring œrodowiska, art. 26 Poœ;28.07.2020 06:00;28.07.2020 22:00;ul. Szosa Kotomierska 32;Dzieñ 16h;65
kujawsko-pomorskie;Koronowo;D_04_000007_001;ul. Szosa Kotomierska 32, Koronowo h=4m;17,957818;53,310836;Pañstwowy monitoring œrodowiska, art. 26 Poœ;28.07.2020 06:00;28.07.2020 22:00;ul. Szosa Kotomierska 32;Wieczór 4h;63,9
kujawsko-pomorskie;Koronowo;D_04_000007_001;ul. Szosa Kotomierska 32, Koronowo h=4m;17,957818;53,310836;Pañstwowy monitoring œrodowiska, art. 26 Poœ;29.07.2020 22:00;30.07.2020 06:00;ul. Szosa Kotomierska 32;Noc 8h;58,3
kujawsko-pomorskie;Koronowo;D_04_000007_001;ul. Szosa Kotomierska 32, Koronowo h=4m;17,957818;53,310836;Pañstwowy monitoring œrodowiska, art. 26 Poœ;06.10.2020 06:00;06.10.2020 22:00;ul. Szosa Kotomierska 32;Dzieñ 12h;66,5
kujawsko-pomorskie;Koronowo;D_04_000007_001;ul. Szosa Kotomierska 32, Koronowo h=4m;17,957818;53,310836;Pañstwowy monitoring œrodowiska, art. 26 Poœ;06.10.2020 06:00;06.10.2020 22:00;ul. Szosa Kotomierska 32;Dzieñ 16h;65,9
kujawsko-pomorskie;Koronowo;D_04_000007_001;ul. Szosa Kotomierska 32, Koronowo h=4m;17,957818;53,310836;Pañstwowy monitoring œrodowiska, art. 26 Poœ;06.10.2020 06:00;06.10.2020 22:00;ul. Szosa Kotomierska 32;Wieczór 4h;64,1
kujawsko-pomorskie;Koronowo;D_04_000007_001;ul. Szosa Kotomierska 32, Koronowo h=4m;17,957818;53,310836;Pañstwowy monitoring œrodowiska, art. 26 Poœ;08.10.2020 22:00;09.10.2020 06:00;ul. Szosa Kotomierska 32;Noc 8h;56,4
kujawsko-pomorskie;Koronowo;D_04_000007_001;ul. Szosa Kotomierska 32, Koronowo h=4m;17,957818;53,310836;Pañstwowy monitoring œrodowiska, art. 26 Poœ;09.10.2020 22:00;10.10.2020 06:00;ul. Szosa Kotomierska 32;Noc 8h;58,3
kujawsko-pomorskie;Koronowo;D_04_000007_001;ul. Szosa Kotomierska 32, Koronowo h=4m;17,957818;53,310836;Pañstwowy monitoring œrodowiska, art. 26 Poœ;11.10.2020 06:00;11.10.2020 22:00;ul. Szosa Kotomierska 32;Dzieñ 12h;64,9
kujawsko-pomorskie;Koronowo;D_04_000007_001;ul. Szosa Kotomierska 32, Koronowo h=4m;17,957818;53,310836;Pañstwowy monitoring œrodowiska, art. 26 Poœ;11.10.2020 06:00;11.10.2020 22:00;ul. Szosa Kotomierska 32;Dzieñ 16h;64,8
kujawsko-pomorskie;Koronowo;D_04_000007_001;ul. Szosa Kotomierska 32, Koronowo h=4m;17,957818;53,310836;Pañstwowy monitoring œrodowiska, art. 26 Poœ;11.10.2020 06:00;11.10.2020 22:00;ul. Szosa Kotomierska 32;Wieczór 4h;64,6
kujawsko-pomorskie;Koronowo;D_04_000007_001;ul. Szosa Kotomierska 32, Koronowo h=4m;17,957818;53,310836;Pañstwowy monitoring œrodowiska, art. 26 Poœ;27.10.2020 06:00;27.10.2020 22:00;ul. Szosa Kotomierska 32;Dzieñ 12h;65,9
kujawsko-pomorskie;Koronowo;D_04_000007_001;ul. Szosa Kotomierska 32, Koronowo h=4m;17,957818;53,310836;Pañstwowy monitoring œrodowiska, art. 26 Poœ;27.10.2020 06:00;27.10.2020 22:00;ul. Szosa Kotomierska 32;Dzieñ 16h;65,1
kujawsko-pomorskie;Koronowo;D_04_000007_001;ul. Szosa Kotomierska 32, Koronowo h=4m;17,957818;53,310836;Pañstwowy monitoring œrodowiska, art. 26 Poœ;27.10.2020 06:00;27.10.2020 22:00;ul. Szosa Kotomierska 32;Wieczór 4h;62,3
kujawsko-pomorskie;Koronowo;D_04_000007_001;ul. Szosa Kotomierska 32, Koronowo h=4m;17,957818;53,310836;Pañstwowy monitoring œrodowiska, art. 26 Poœ;29.10.2020 22:00;30.10.2020 06:00;ul. Szosa Kotomierska 32;Noc 8h;54,9
kujawsko-pomorskie;Koronowo;D_04_000008_001;ul. Ogrodowa 26, Koronowo h=4m;17,944203;53,314132;Pañstwowy monitoring œrodowiska, art. 26 Poœ;23.06.2020 06:00;23.06.2020 22:00;ul. Ogrodowa 26;Dzieñ 16h;63,6
kujawsko-pomorskie;Koronowo;D_04_000008_001;ul. Ogrodowa 26, Koronowo h=4m;17,944203;53,314132;Pañstwowy monitoring œrodowiska, art. 26 Poœ;29.06.2020 22:00;30.06.2020 06:00;ul. Ogrodowa 26;Noc 8h;52,6
kujawsko-pomorskie;Koronowo;D_04_000008_001;ul. Ogrodowa 26, Koronowo h=4m;17,944203;53,314132;Pañstwowy monitoring œrodowiska, art. 26 Poœ;18.11.2020 22:00;19.11.2020 06:00;ul. Ogrodowa 26;Noc 8h;56,9
kujawsko-pomorskie;Koronowo;D_04_000008_001;ul. Ogrodowa 26, Koronowo h=4m;17,944203;53,314132;Pañstwowy monitoring œrodowiska, art. 26 Poœ;01.12.2020 06:00;01.12.2020 22:00;ul. Ogrodowa 26;Dzieñ 16h;66,1
kujawsko-pomorskie;Koronowo;D_04_000009_001;ul. Aleja Wolnoœci 7, Koronowo;17,953608;53,310234;Pañstwowy monitoring œrodowiska, art. 26 Poœ;23.06.2020 06:00;23.06.2020 22:00;Aleja Wolnoœci 7;Dzieñ 16h;62,1
kujawsko-pomorskie;Koronowo;D_04_000009_001;ul. Aleja Wolnoœci 7, Koronowo;17,953608;53,310234;Pañstwowy monitoring œrodowiska, art. 26 Poœ;29.06.2020 22:00;30.06.2020 06:00;Aleja Wolnoœci 7;Noc 8h;52,3
kujawsko-pomorskie;Koronowo;D_04_000009_001;ul. Aleja Wolnoœci 7, Koronowo;17,953608;53,310234;Pañstwowy monitoring œrodowiska, art. 26 Poœ;18.11.2020 22:00;19.11.2020 06:00;Aleja Wolnoœci 7;Noc 8h;49,2
kujawsko-pomorskie;Koronowo;D_04_000009_001;ul. Aleja Wolnoœci 7, Koronowo;17,953608;53,310234;Pañstwowy monitoring œrodowiska, art. 26 Poœ;01.12.2020 06:00;01.12.2020 22:00;Aleja Wolnoœci 7;Dzieñ 16h;63,4
kujawsko-pomorskie;Koronowo;D_04_000164_001;ul. Pomianowskiego 13;17,943833;53,307389;Pañstwowy monitoring œrodowiska, art. 26 Poœ;23.06.2020 06:00;23.06.2020 22:00;ul. Pomianowskiego 13;Dzieñ 16h;62,8
kujawsko-pomorskie;Koronowo;D_04_000164_001;ul. Pomianowskiego 13;17,943833;53,307389;Pañstwowy monitoring œrodowiska, art. 26 Poœ;29.06.2020 22:00;30.06.2020 06:00;ul. Pomianowskiego 13;Noc 8h;55,6
kujawsko-pomorskie;Koronowo;D_04_000164_001;ul. Pomianowskiego 13;17,943833;53,307389;Pañstwowy monitoring œrodowiska, art. 26 Poœ;18.11.2020 22:00;19.11.2020 06:00;ul. Pomianowskiego 13;Noc 8h;53,6
kujawsko-pomorskie;Koronowo;D_04_000164_001;ul. Pomianowskiego 13;17,943833;53,307389;Pañstwowy monitoring œrodowiska, art. 26 Poœ;01.12.2020 06:00;01.12.2020 22:00;ul. Pomianowskiego 13;Dzieñ 16h;63,3
kujawsko-pomorskie;Koronowo;D_04_000165_001;ul. Hoffmanna 22;17,963417;53,288778;Pañstwowy monitoring œrodowiska, art. 26 Poœ;23.06.2020 06:00;23.06.2020 22:00;ul. Hoffmanna 22;Dzieñ 16h;64,5
kujawsko-pomorskie;Koronowo;D_04_000165_001;ul. Hoffmanna 22;17,963417;53,288778;Pañstwowy monitoring œrodowiska, art. 26 Poœ;29.06.2020 22:00;30.06.2020 06:00;ul. Hoffmanna 22;Noc 8h;58,9
kujawsko-pomorskie;Koronowo;D_04_000165_001;ul. Hoffmanna 22;17,963417;53,288778;Pañstwowy monitoring œrodowiska, art. 26 Poœ;18.11.2020 22:00;19.11.2020 06:00;ul. Hoffmanna 22;Noc 8h;61,1
kujawsko-pomorskie;Koronowo;D_04_000165_001;ul. Hoffmanna 22;17,963417;53,288778;Pañstwowy monitoring œrodowiska, art. 26 Poœ;01.12.2020 06:00;01.12.2020 22:00;ul. Hoffmanna 22;Dzieñ 16h;65,7
kujawsko-pomorskie;Lipno;D_04_000175_001;PPH6 gm. Lipno;19,137736;52,882339;Pomiar w trybie art.175 ust.1 Poœ (pomiary okresowe);05.08.2020 22:00;06.08.2020 22:00;DK10 - gmina Lipno;Dzieñ 16h;72
kujawsko-pomorskie;Lipno;D_04_000175_001;PPH6 gm. Lipno;19,137736;52,882339;Pomiar w trybie art.175 ust.1 Poœ (pomiary okresowe);05.08.2020 22:00;06.08.2020 22:00;DK10 - gmina Lipno;Noc 8h;68,2
kujawsko-pomorskie;Lubicz Górny;D_04_000174_001;PPH5 gm. Lubicz;18,754139;53,031703;Pomiar w trybie art.175 ust.1 Poœ (pomiary okresowe);14.09.2020 22:00;15.09.2020 22:00;DK10 - gmina Lubicz;Dzieñ 16h;70,9
kujawsko-pomorskie;Lubicz Górny;D_04_000174_001;PPH5 gm. Lubicz;18,754139;53,031703;Pomiar w trybie art.175 ust.1 Poœ (pomiary okresowe);14.09.2020 22:00;15.09.2020 22:00;DK10 - gmina Lubicz;Noc 8h;68,1
kujawsko-pomorskie;Markowice;D_04_000185_001;PPH16 - gm. Markowice;18,222289;52,703975;Pomiar w trybie art.175 ust.1 Poœ (pomiary okresowe);21.09.2020 22:00;22.09.2020 22:00;DK15f - gmina Markowice;Dzieñ 16h;72,6
kujawsko-pomorskie;Markowice;D_04_000185_001;PPH16 - gm. Markowice;18,222289;52,703975;Pomiar w trybie art.175 ust.1 Poœ (pomiary okresowe);21.09.2020 22:00;22.09.2020 22:00;DK15f - gmina Markowice;Noc 8h;68,3
kujawsko-pomorskie;Nowa Wieœ Wielka;D_04_000180_001;PPH11 - gm. Nowa Wieœ Wielka;18,087492;52,97915;Pomiar w trybie art.175 ust.1 Poœ (pomiary okresowe);21.07.2020 22:00;22.07.2020 22:00;DK25 - gmina Nowa Wieœ Wielka;Dzieñ 16h;70
kujawsko-pomorskie;Nowa Wieœ Wielka;D_04_000180_001;PPH11 - gm. Nowa Wieœ Wielka;18,087492;52,97915;Pomiar w trybie art.175 ust.1 Poœ (pomiary okresowe);21.07.2020 22:00;22.07.2020 22:00;DK25 - gmina Nowa Wieœ Wielka;Noc 8h;66,1
kujawsko-pomorskie;Nowa Wieœ Wielka;D_04_000181_001;PPH12 -  gm. Nowa Wieœ Wielka;18,096089;52,954536;Pomiar w trybie art.175 ust.1 Poœ (pomiary okresowe);21.07.2020 22:00;22.07.2020 22:00;DK25 - gmina Nowa Wieœ Wielka;Dzieñ 16h;70,8
kujawsko-pomorskie;Nowa Wieœ Wielka;D_04_000181_001;PPH12 -  gm. Nowa Wieœ Wielka;18,096089;52,954536;Pomiar w trybie art.175 ust.1 Poœ (pomiary okresowe);21.07.2020 22:00;22.07.2020 22:00;DK25 - gmina Nowa Wieœ Wielka;Noc 8h;65,9
kujawsko-pomorskie;Papowo Biskupie;D_04_000173_001;PPH4 - gmina Papowo Biskupie;18,511778;53,266497;Pomiar w trybie art.175 ust.1 Poœ (pomiary okresowe);10.08.2020 22:00;11.08.2020 22:00;DK91 - gmina Papowo Biskupie;Dzieñ 16h;72,1
kujawsko-pomorskie;Papowo Biskupie;D_04_000173_001;PPH4 - gmina Papowo Biskupie;18,511778;53,266497;Pomiar w trybie art.175 ust.1 Poœ (pomiary okresowe);10.08.2020 22:00;11.08.2020 22:00;DK91 - gmina Papowo Biskupie;Noc 8h;67,9
kujawsko-pomorskie;Radziejów;D_04_000046_001;ul. Kruszwicka 49;18,522722;52,622972;Pañstwowy monitoring œrodowiska, art. 26 Poœ;13.05.2020 06:00;13.05.2020 22:00;ul. Kruszwicka 49;Dzieñ 12h;63,8
kujawsko-pomorskie;Radziejów;D_04_000046_001;ul. Kruszwicka 49;18,522722;52,622972;Pañstwowy monitoring œrodowiska, art. 26 Poœ;13.05.2020 06:00;13.05.2020 22:00;ul. Kruszwicka 49;Dzieñ 16h;63,3
kujawsko-pomorskie;Radziejów;D_04_000046_001;ul. Kruszwicka 49;18,522722;52,622972;Pañstwowy monitoring œrodowiska, art. 26 Poœ;13.05.2020 06:00;13.05.2020 22:00;ul. Kruszwicka 49;Wieczór 4h;61,3
kujawsko-pomorskie;Radziejów;D_04_000046_001;ul. Kruszwicka 49;18,522722;52,622972;Pañstwowy monitoring œrodowiska, art. 26 Poœ;03.06.2020 22:00;04.06.2020 06:00;ul. Kruszwicka 49;Noc 8h;53,5
kujawsko-pomorskie;Radziejów;D_04_000046_001;ul. Kruszwicka 49;18,522722;52,622972;Pañstwowy monitoring œrodowiska, art. 26 Poœ;09.06.2020 06:00;09.06.2020 22:00;ul. Kruszwicka 49;Dzieñ 12h;63,8
kujawsko-pomorskie;Radziejów;D_04_000046_001;ul. Kruszwicka 49;18,522722;52,622972;Pañstwowy monitoring œrodowiska, art. 26 Poœ;09.06.2020 06:00;09.06.2020 22:00;ul. Kruszwicka 49;Dzieñ 16h;63,6
kujawsko-pomorskie;Radziejów;D_04_000046_001;ul. Kruszwicka 49;18,522722;52,622972;Pañstwowy monitoring œrodowiska, art. 26 Poœ;09.06.2020 06:00;09.06.2020 22:00;ul. Kruszwicka 49;Wieczór 4h;62,8
kujawsko-pomorskie;Radziejów;D_04_000046_001;ul. Kruszwicka 49;18,522722;52,622972;Pañstwowy monitoring œrodowiska, art. 26 Poœ;27.06.2020 06:00;27.06.2020 22:00;ul. Kruszwicka 49;Dzieñ 12h;61
kujawsko-pomorskie;Radziejów;D_04_000046_001;ul. Kruszwicka 49;18,522722;52,622972;Pañstwowy monitoring œrodowiska, art. 26 Poœ;27.06.2020 06:00;27.06.2020 22:00;ul. Kruszwicka 49;Dzieñ 16h;60,7
kujawsko-pomorskie;Radziejów;D_04_000046_001;ul. Kruszwicka 49;18,522722;52,622972;Pañstwowy monitoring œrodowiska, art. 26 Poœ;27.06.2020 06:00;27.06.2020 22:00;ul. Kruszwicka 49;Wieczór 4h;59,7
kujawsko-pomorskie;Radziejów;D_04_000046_001;ul. Kruszwicka 49;18,522722;52,622972;Pañstwowy monitoring œrodowiska, art. 26 Poœ;02.07.2020 22:00;03.07.2020 06:00;ul. Kruszwicka 49;Noc 8h;54,1
kujawsko-pomorskie;Radziejów;D_04_000046_001;ul. Kruszwicka 49;18,522722;52,622972;Pañstwowy monitoring œrodowiska, art. 26 Poœ;03.07.2020 22:00;04.07.2020 06:00;ul. Kruszwicka 49;Noc 8h;53,7
